rank,country,cluster,date,rolling_value,is_valid,valid_days,min_valid_days,coverage_ratio,stage,trend,confidence_score,confidence_level,evidence_tier,snapshot_relation,snapshot_source_mode,snapshot_source_date,baseline_marker,delta_previous_numeric,abs_delta_previous_numeric,stage_priority,top_driver_1_name,top_driver_1_value,top_driver_2_name,top_driver_2_value,dominant_driver,driver_concentration_ratio,candidate_reason
99,Iran,tension,2025-07-31,89.6381,True,7,5,1.0,sehr hoch,stabil,96.37,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.7381,0.7381,3,crisis_subscore,94.0143,negativity_subscore,89.9286,,0.3496,high_stage;high_rolling_value
100,Nigeria,tension,2026-03-01,89.4952,True,7,5,1.0,sehr hoch,stabil,96.32,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.7381,0.7381,3,crisis_subscore,94.0143,negativity_subscore,89.3714,,0.3502,high_stage;high_rolling_value
101,Israel,tension,2025-08-11,81.2714,True,7,5,1.0,sehr hoch,stabil,93.44,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.7381,0.7381,3,crisis_subscore,85.7286,negativity_subscore,81.2429,,0.3516,high_stage;high_rolling_value
102,Ukraine,tension,2026-03-25,80.7286,True,7,5,1.0,sehr hoch,stabil,93.26,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.7381,0.7381,3,crisis_subscore,85.4714,negativity_subscore,81.0714,,0.3529,high_stage;high_rolling_value
103,Ukraine,tension,2026-01-22,85.2429,True,7,5,1.0,sehr hoch,stabil,94.84,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.7334,0.7334,3,crisis_subscore,89.8429,negativity_subscore,85.1714,,0.3513,high_stage;high_rolling_value
104,Iran,tension,2026-03-20,87.1143,True,7,5,1.0,sehr hoch,stabil,95.49,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.7333,0.7333,3,crisis_subscore,91.6429,negativity_subscore,87.1,,0.3507,high_stage;high_rolling_value
105,Nigeria,tension,2025-09-27,86.5,True,7,5,1.0,sehr hoch,stabil,95.28,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.7286,0.7286,3,crisis_subscore,91.3,negativity_subscore,86.5,,0.3518,high_stage;high_rolling_value
106,Nigeria,tension,2025-08-12,85.2286,True,7,5,1.0,sehr hoch,stabil,94.83,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.7286,0.7286,3,crisis_subscore,89.8143,negativity_subscore,85.2286,,0.3513,high_stage;high_rolling_value
107,Israel,tension,2025-08-02,75.8381,True,7,5,1.0,hoch,stabil,91.54,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.7286,0.7286,2,crisis_subscore,79.7714,negativity_subscore,75.3429,,0.3506,high_stage;high_rolling_value
108,Nigeria,tension,2026-01-08,81.8333,True,7,5,1.0,sehr hoch,stabil,93.64,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.7285,0.7285,3,crisis_subscore,85.3429,negativity_subscore,82.6714,,0.3476,high_stage;high_rolling_value
109,Iran,tension,2025-10-01,91.7095,True,7,5,1.0,sehr hoch,stabil,97.1,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.7238,0.7238,3,crisis_subscore,96.1143,negativity_subscore,91.9571,,0.3493,high_stage;high_rolling_value
110,Ukraine,tension,2026-03-16,87.6476,True,7,5,1.0,sehr hoch,stabil,95.68,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.7238,0.7238,3,crisis_subscore,92.6857,negativity_subscore,87.8429,,0.3525,high_stage;high_rolling_value
111,Nigeria,tension,2026-03-05,86.4333,True,7,5,1.0,sehr hoch,stabil,95.25,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.7238,0.7238,3,crisis_subscore,91.1143,negativity_subscore,86.6286,,0.3514,high_stage;high_rolling_value
112,Ukraine,tension,2026-03-27,79.4333,True,7,5,1.0,hoch,stabil,92.8,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.7238,0.7238,2,crisis_subscore,83.6143,negativity_subscore,79.9714,,0.3509,high_stage;high_rolling_value
113,Israel,escalation,2026-02-04,75.8732,True,7,5,1.0,hoch,stabil,91.56,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.7214,0.7214,2,peak_subscore,83.7286,external_dynamics_subscore,80.7619,,0.2759,high_stage;high_rolling_value
114,Nigeria,tension,2026-03-10,82.6095,True,7,5,1.0,sehr hoch,stabil,93.91,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.7191,0.7191,3,crisis_subscore,87.1429,negativity_subscore,82.1286,,0.3516,high_stage;high_rolling_value
115,Ukraine,tension,2025-12-12,77.2619,True,7,5,1.0,hoch,stabil,92.04,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.7191,0.7191,2,crisis_subscore,80.5714,negativity_subscore,77.6143,,0.3476,high_stage;high_rolling_value
116,Israel,tension,2025-07-23,69.181,True,7,5,1.0,hoch,stabil,89.21,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.7191,0.7191,2,crisis_subscore,73.3714,negativity_subscore,68.1286,,0.3535,high_stage;high_rolling_value
117,Nigeria,tension,2026-01-12,84.9476,True,7,5,1.0,sehr hoch,stabil,94.73,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.719,0.719,3,crisis_subscore,89.1571,negativity_subscore,84.6857,,0.3499,high_stage;high_rolling_value
118,China,tension,2026-03-14,60.4429,True,7,5,1.0,hoch,stabil,86.16,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.719,0.719,2,crisis_subscore,63.0429,negativity_subscore,61.0143,,0.3477,high_stage;high_rolling_value
119,Israel,escalation,2025-09-09,75.5321,True,7,5,1.0,hoch,stabil,91.44,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.7161,0.7161,2,peak_subscore,81.6429,external_dynamics_subscore,80.5429,,0.2702,high_stage;high_rolling_value
120,Ukraine,tension,2026-03-24,81.4667,True,7,5,1.0,sehr hoch,stabil,93.51,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.7143,0.7143,3,crisis_subscore,86.0,negativity_subscore,81.8571,,0.3519,high_stage;high_rolling_value
121,Iran,tension,2026-01-07,87.8571,True,7,5,1.0,sehr hoch,stabil,95.75,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.7142,0.7142,3,crisis_subscore,92.3571,negativity_subscore,87.7286,,0.3504,high_stage;high_rolling_value
122,Nigeria,escalation,2026-03-09,76.5857,True,7,5,1.0,hoch,stabil,91.8,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.7125,0.7125,2,peak_subscore,85.2,internal_dynamics_subscore,74.0381,,0.2781,high_stage;high_rolling_value
123,Nigeria,tension,2026-01-24,93.6429,True,7,5,1.0,sehr hoch,stabil,97.78,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.7096,0.7096,3,crisis_subscore,98.4429,negativity_subscore,93.5286,,0.3504,high_stage;high_rolling_value
124,Iran,tension,2026-03-24,84.5524,True,7,5,1.0,sehr hoch,stabil,94.59,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.7095,0.7095,3,crisis_subscore,88.8857,negativity_subscore,84.8143,,0.3504,high_stage;high_rolling_value
125,Israel,tension,2025-07-18,66.1095,True,7,5,1.0,hoch,stabil,88.14,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.7095,0.7095,2,crisis_subscore,69.7,negativity_subscore,65.1286,,0.3514,high_stage;high_rolling_value
126,Iran,tension,2026-03-16,90.0476,True,7,5,1.0,sehr hoch,stabil,96.52,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.7048,0.7048,3,crisis_subscore,94.5857,negativity_subscore,90.3286,,0.3501,high_stage;high_rolling_value
127,Russia,tension,2026-03-12,81.1095,True,7,5,1.0,sehr hoch,stabil,93.39,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.7048,0.7048,3,crisis_subscore,85.0,negativity_subscore,81.4857,,0.3493,high_stage;high_rolling_value
128,Russia,tension,2025-07-28,73.0238,True,7,5,1.0,hoch,stabil,90.56,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.7048,0.7048,2,crisis_subscore,77.4429,negativity_subscore,72.3,,0.3535,high_stage;high_rolling_value
129,China,tension,2026-02-03,62.281,True,7,5,1.0,hoch,stabil,86.8,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.7048,0.7048,2,crisis_subscore,65.9571,negativity_subscore,61.7571,,0.353,high_stage;high_rolling_value
130,Nigeria,tension,2025-08-17,88.0381,True,7,5,1.0,sehr hoch,stabil,95.81,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.7,0.7,3,crisis_subscore,92.8857,negativity_subscore,87.7571,,0.3517,high_stage;high_rolling_value
131,Russia,tension,2026-01-24,80.1857,True,7,5,1.0,sehr hoch,stabil,93.06,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.7,0.7,3,crisis_subscore,84.3571,negativity_subscore,80.3571,,0.3507,high_stage;high_rolling_value
132,Nigeria,tension,2026-01-05,79.681,True,7,5,1.0,hoch,stabil,92.89,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.7,0.7,2,crisis_subscore,83.7,negativity_subscore,80.4714,,0.3501,high_stage;high_rolling_value
133,Nigeria,escalation,2025-08-10,76.1232,True,7,5,1.0,hoch,stabil,91.64,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.7,0.7,2,peak_subscore,82.3,internal_dynamics_subscore,74.0762,,0.2703,high_stage;high_rolling_value
134,Taiwan,tension,2026-01-19,58.2,True,7,5,1.0,hoch,stabil,85.37,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.7,0.7,2,crisis_subscore,61.4857,negativity_subscore,58.2286,,0.3522,high_stage
135,Israel,escalation,2025-09-14,73.1768,True,7,5,1.0,hoch,stabil,90.61,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.6928,0.6928,2,peak_subscore,80.2286,external_dynamics_subscore,78.5333,,0.2741,high_stage;high_rolling_value
136,Nigeria,tension,2026-02-28,90.2333,True,7,5,1.0,sehr hoch,stabil,96.58,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.6905,0.6905,3,crisis_subscore,94.7429,negativity_subscore,90.0286,,0.35,high_stage;high_rolling_value
137,Nigeria,tension,2026-01-13,85.6381,True,7,5,1.0,sehr hoch,stabil,94.97,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.6905,0.6905,3,crisis_subscore,90.2143,negativity_subscore,85.2714,,0.3511,high_stage;high_rolling_value
138,Russia,tension,2026-03-15,79.5571,True,7,5,1.0,hoch,stabil,92.84,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.6905,0.6905,2,crisis_subscore,83.8429,negativity_subscore,79.7571,,0.3513,high_stage;high_rolling_value
139,Israel,tension,2025-09-06,77.7381,True,7,5,1.0,hoch,stabil,92.21,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.6905,0.6905,2,crisis_subscore,81.5286,negativity_subscore,78.0429,,0.3496,high_stage;high_rolling_value
140,Iran,tension,2026-01-03,85.5571,True,7,5,1.0,sehr hoch,stabil,94.94,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.6904,0.6904,3,crisis_subscore,89.6143,negativity_subscore,85.9571,,0.3491,high_stage;high_rolling_value
141,Nigeria,tension,2025-08-23,91.1095,True,7,5,1.0,sehr hoch,stabil,96.89,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.6857,0.6857,3,crisis_subscore,96.1429,negativity_subscore,90.8143,,0.3517,high_stage;high_rolling_value
142,Ukraine,escalation,2026-01-27,88.6857,True,7,5,1.0,sehr hoch,stabil,96.04,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.6821,0.6821,3,peak_subscore,95.3714,external_dynamics_subscore,94.0143,,0.2688,high_stage;high_rolling_value
143,Iran,tension,2025-08-04,91.9905,True,7,5,1.0,sehr hoch,stabil,97.2,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.681,0.681,3,crisis_subscore,96.6429,negativity_subscore,92.7286,,0.3502,high_stage;high_rolling_value
144,Ukraine,tension,2026-01-10,78.0476,True,7,5,1.0,hoch,stabil,92.32,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.6809,0.6809,2,crisis_subscore,82.3857,negativity_subscore,77.8714,,0.3519,high_stage;high_rolling_value
145,China,tension,2026-03-18,57.8429,True,7,5,1.0,hoch,stabil,85.25,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.6809,0.6809,2,crisis_subscore,61.6,negativity_subscore,57.4429,,0.355,high_stage
146,Nigeria,escalation,2026-01-18,80.1429,True,7,5,1.0,sehr hoch,stabil,93.05,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.6786,0.6786,3,peak_subscore,88.0143,internal_dynamics_subscore,78.8762,,0.2746,high_stage;high_rolling_value
147,Russia,escalation,2026-03-22,77.2,True,7,5,1.0,hoch,stabil,92.02,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.6768,0.6768,2,peak_subscore,85.1429,external_dynamics_subscore,83.4143,,0.2757,high_stage;high_rolling_value
148,Nigeria,tension,2025-09-28,85.8238,True,7,5,1.0,sehr hoch,stabil,95.04,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.6762,0.6762,3,crisis_subscore,90.4143,negativity_subscore,85.8143,,0.3512,high_stage;high_rolling_value
149,Russia,tension,2026-01-25,80.8619,True,7,5,1.0,sehr hoch,stabil,93.3,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.6762,0.6762,3,crisis_subscore,84.9714,negativity_subscore,80.9571,,0.3503,high_stage;high_rolling_value
150,Poland,tension,2026-02-12,57.2429,True,7,5,1.0,hoch,stabil,85.04,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.6762,0.6762,2,crisis_subscore,59.9857,negativity_subscore,57.9143,,0.3493,high_stage
151,Ukraine,escalation,2026-03-14,88.0821,True,7,5,1.0,sehr hoch,stabil,95.83,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.675,0.675,3,peak_subscore,94.6143,external_dynamics_subscore,93.619,,0.2685,high_stage;high_rolling_value
152,Nigeria,escalation,2026-02-27,81.0429,True,7,5,1.0,sehr hoch,stabil,93.37,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.6732,0.6732,3,peak_subscore,89.3571,internal_dynamics_subscore,79.9952,,0.2756,high_stage;high_rolling_value
153,Nigeria,escalation,2026-01-04,72.5679,True,7,5,1.0,hoch,stabil,90.4,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.6715,0.6715,2,peak_subscore,77.8857,external_dynamics_subscore,71.7,,0.2683,high_stage;high_rolling_value
154,Iran,tension,2025-10-04,89.7524,True,7,5,1.0,sehr hoch,stabil,96.41,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.6714,0.6714,3,crisis_subscore,94.7286,negativity_subscore,89.5,,0.3518,high_stage;high_rolling_value
155,Nigeria,tension,2025-08-14,86.4476,True,7,5,1.0,sehr hoch,stabil,95.26,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.6714,0.6714,3,crisis_subscore,91.2429,negativity_subscore,86.3857,,0.3518,high_stage;high_rolling_value
156,Nigeria,tension,2026-03-12,81.4476,True,7,5,1.0,sehr hoch,stabil,93.51,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.6714,0.6714,3,crisis_subscore,86.0143,negativity_subscore,80.8,,0.352,high_stage;high_rolling_value
157,Nigeria,escalation,2025-08-19,79.5321,True,7,5,1.0,hoch,stabil,92.84,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.6714,0.6714,2,peak_subscore,87.8286,internal_dynamics_subscore,77.981,,0.2761,high_stage;high_rolling_value
158,Israel,tension,2025-09-10,74.8143,True,7,5,1.0,hoch,stabil,91.19,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.6714,0.6714,2,crisis_subscore,78.1,negativity_subscore,75.4286,,0.348,high_stage;high_rolling_value
159,Taiwan,tension,2026-02-12,69.719,True,7,5,1.0,hoch,stabil,89.4,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.6714,0.6714,2,crisis_subscore,72.9143,negativity_subscore,69.9429,,0.3486,high_stage;high_rolling_value
160,Taiwan,tension,2026-03-29,61.8476,True,7,5,1.0,hoch,stabil,86.65,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.6714,0.6714,2,crisis_subscore,65.3857,negativity_subscore,61.5571,,0.3524,high_stage;high_rolling_value
161,Ukraine,tension,2026-03-08,93.7762,True,7,5,1.0,sehr hoch,stabil,97.82,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.6667,0.6667,3,crisis_subscore,98.0571,negativity_subscore,93.6286,,0.3486,high_stage;high_rolling_value
162,Iran,tension,2026-03-18,88.6333,True,7,5,1.0,sehr hoch,stabil,96.02,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.6667,0.6667,3,crisis_subscore,93.1429,negativity_subscore,88.5857,,0.3503,high_stage;high_rolling_value
163,Russia,tension,2026-01-31,85.1905,True,7,5,1.0,sehr hoch,stabil,94.82,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.6667,0.6667,3,crisis_subscore,89.6571,negativity_subscore,85.7857,,0.3508,high_stage;high_rolling_value
164,Russia,tension,2025-07-31,74.7667,True,7,5,1.0,hoch,stabil,91.17,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.6667,0.6667,2,crisis_subscore,79.0857,negativity_subscore,73.8857,,0.3526,high_stage;high_rolling_value
165,Russia,tension,2026-03-02,88.2667,True,7,5,1.0,sehr hoch,stabil,95.89,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.6666,0.6666,3,crisis_subscore,93.1286,negativity_subscore,87.5,,0.3517,high_stage;high_rolling_value
166,Ukraine,tension,2026-03-17,86.981,True,7,5,1.0,sehr hoch,stabil,95.44,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.6666,0.6666,3,crisis_subscore,92.1857,negativity_subscore,86.6857,,0.3533,high_stage;high_rolling_value
167,Nigeria,tension,2025-08-06,82.0952,True,7,5,1.0,sehr hoch,stabil,93.73,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.6666,0.6666,3,crisis_subscore,86.7857,negativity_subscore,81.7286,,0.3524,high_stage;high_rolling_value
168,Taiwan,tension,2026-03-18,68.0286,True,7,5,1.0,hoch,stabil,88.81,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.6666,0.6666,2,crisis_subscore,71.4143,negativity_subscore,67.4429,,0.3499,high_stage;high_rolling_value
169,China,tension,2026-02-11,65.519,True,7,5,1.0,hoch,stabil,87.93,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.6666,0.6666,2,crisis_subscore,68.7143,negativity_subscore,65.7857,,0.3496,high_stage;high_rolling_value
170,Israel,escalation,2025-07-18,70.475,True,7,5,1.0,hoch,stabil,89.67,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.6661,0.6661,2,peak_subscore,79.3143,external_dynamics_subscore,76.5524,,0.2814,high_stage;high_rolling_value
171,Nigeria,escalation,2025-08-07,74.7411,True,7,5,1.0,hoch,stabil,91.16,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.6625,0.6625,2,peak_subscore,80.9429,external_dynamics_subscore,73.1,,0.2707,high_stage;high_rolling_value
